district,year,month,rainfall,season
Medak,2025.0,8.0,25.2,Kharif
Medak,2025.0,9.0,1.4000000000000001,Kharif
Medak,2025.0,10.0,3.5,Rabi
Medak,2025.0,11.0,1.2,Rabi
Medak,2025.0,12.0,7.5,Rabi
Medchal-Malkajgiri,2025.0,1.0,0.1,Rabi
Medchal-Malkajgiri,2025.0,2.0,4.2,Rabi
Medchal-Malkajgiri,2025.0,3.0,28.6,Zaid
Medchal-Malkajgiri,2025.0,4.0,137.20000000000002,Zaid
Medchal-Malkajgiri,2025.0,5.0,1520.1,Zaid
Medchal-Malkajgiri,2025.0,6.0,75.2,Kharif
Medchal-Malkajgiri,2025.0,7.0,12.3,Kharif
Medchal-Malkajgiri,2025.0,8.0,9.5,Kharif
Medchal-Malkajgiri,2025.0,9.0,0.1,Kharif
Medchal-Malkajgiri,2025.0,10.0,23.0,Rabi
Medchal-Malkajgiri,2025.0,11.0,5.1,Rabi
Medchal-Malkajgiri,2025.0,12.0,0.0,Rabi
Mulugu,2025.0,1.0,58.1,Rabi
Mulugu,2025.0,2.0,102.7,Rabi
Mulugu,2025.0,3.0,0.0,Zaid
Mulugu,2025.0,4.0,3.6,Zaid
Mulugu,2025.0,5.0,1365.3,Zaid
Mulugu,2025.0,6.0,50.9,Kharif
Mulugu,2025.0,7.0,0.9,Kharif
Mulugu,2025.0,8.0,0.0,Kharif
Mulugu,2025.0,9.0,111.5,Kharif
Mulugu,2025.0,10.0,0.0,Rabi
Mulugu,2025.0,11.0,0.9,Rabi
Mulugu,2025.0,12.0,0.0,Rabi
Nagarkurnool,2025.0,1.0,103.0,Rabi
Nagarkurnool,2025.0,2.0,7.300000000000001,Rabi
Nagarkurnool,2025.0,3.0,38.1,Zaid
Nagarkurnool,2025.0,4.0,0.0,Zaid
Nagarkurnool,2025.0,5.0,1179.6,Zaid
Nagarkurnool,2025.0,6.0,0.0,Kharif
Nagarkurnool,2025.0,7.0,6.1,Kharif
Nagarkurnool,2025.0,8.0,12.5,Kharif
Nagarkurnool,2025.0,9.0,1.7,Kharif
Nagarkurnool,2025.0,11.0,0.0,Rabi
Nagarkurnool,2025.0,12.0,0.0,Rabi
Nalgonda,2025.0,1.0,80.1,Rabi
Nalgonda,2025.0,2.0,0.0,Rabi
Nalgonda,2025.0,3.0,91.1,Zaid
Nalgonda,2025.0,4.0,0.39999999999999997,Zaid
Nalgonda,2025.0,5.0,1917.1,Zaid
Nalgonda,2025.0,6.0,5.0,Kharif
Nalgonda,2025.0,7.0,56.900000000000006,Kharif
Nalgonda,2025.0,8.0,7.4,Kharif
Nalgonda,2025.0,9.0,41.1,Kharif
Nalgonda,2025.0,10.0,0.4,Rabi
Nalgonda,2025.0,11.0,17.6,Rabi
Nalgonda,2025.0,12.0,5.3,Rabi
Narayanpet,2025.0,2.0,0.0,Rabi
Narayanpet,2025.0,3.0,16.3,Zaid
Narayanpet,2025.0,4.0,0.5,Zaid
Narayanpet,2025.0,5.0,2260.4,Zaid
Narayanpet,2025.0,6.0,0.0,Kharif
Narayanpet,2025.0,8.0,0.0,Kharif
Narayanpet,2025.0,9.0,0.0,Kharif
Narayanpet,2025.0,10.0,0.0,Rabi
Narayanpet,2025.0,11.0,0.0,Rabi
Narayanpet,2025.0,12.0,7.0,Rabi
Nirmal,2025.0,4.0,0.2,Zaid
Nirmal,2025.0,5.0,2547.3,Zaid
Nirmal,2025.0,6.0,14.8,Kharif
Nirmal,2025.0,7.0,47.6,Kharif
Nirmal,2025.0,8.0,1.3,Kharif
Nirmal,2025.0,9.0,0.0,Kharif
Nirmal,2025.0,10.0,11.4,Rabi
Nirmal,2025.0,11.0,35.0,Rabi
Nirmal,2025.0,12.0,5.5,Rabi
Nizamabad,2025.0,1.0,1.5,Rabi
Nizamabad,2025.0,2.0,0.7,Rabi
Nizamabad,2025.0,4.0,0.3,Zaid
Nizamabad,2025.0,5.0,5855.7,Zaid
Nizamabad,2025.0,6.0,162.5,Kharif
Nizamabad,2025.0,7.0,55.300000000000004,Kharif
Nizamabad,2025.0,8.0,8.5,Kharif
Nizamabad,2025.0,9.0,1.3,Kharif
Nizamabad,2025.0,10.0,21.6,Rabi
Nizamabad,2025.0,11.0,72.4,Rabi
Nizamabad,2025.0,12.0,33.1,Rabi
Peddapalli,2025.0,1.0,3.1,Rabi
Peddapalli,2025.0,2.0,12.2,Rabi
Peddapalli,2025.0,5.0,1581.4,Zaid
Peddapalli,2025.0,6.0,0.0,Kharif
Peddapalli,2025.0,7.0,3.0,Kharif
Peddapalli,2025.0,8.0,6.6000000000000005,Kharif
Peddapalli,2025.0,9.0,1.3,Kharif
Peddapalli,2025.0,10.0,0.0,Rabi
Peddapalli,2025.0,11.0,69.6,Rabi
Peddapalli,2025.0,12.0,0.0,Rabi
Rajanna Sircilla,2025.0,2.0,1.7,Rabi
Rajanna Sircilla,2025.0,3.0,0.0,Zaid
Rajanna Sircilla,2025.0,5.0,2341.1,Zaid
Rajanna Sircilla,2025.0,6.0,84.4,Kharif
Rajanna Sircilla,2025.0,7.0,68.1,Kharif
Rajanna Sircilla,2025.0,8.0,1.0,Kharif
Rajanna Sircilla,2025.0,9.0,0.5,Kharif
Rajanna Sircilla,2025.0,10.0,0.0,Rabi
Rajanna Sircilla,2025.0,11.0,0.0,Rabi
Rajanna Sircilla,2025.0,12.0,0.0,Rabi
Rangareddy,2025.0,1.0,19.8,Rabi
Rangareddy,2025.0,2.0,64.39999999999999,Rabi
Rangareddy,2025.0,3.0,72.5,Zaid
Rangareddy,2025.0,4.0,85.60000000000001,Zaid
Rangareddy,2025.0,5.0,2377.2,Zaid
Rangareddy,2025.0,6.0,47.3,Kharif
Rangareddy,2025.0,7.0,98.4,Kharif
Rangareddy,2025.0,8.0,13.5,Kharif
Rangareddy,2025.0,9.0,3.2,Kharif
Rangareddy,2025.0,10.0,30.6,Rabi
Rangareddy,2025.0,11.0,0.4,Rabi
Rangareddy,2025.0,12.0,23.7,Rabi
Sangareddy,2025.0,2.0,24.799999999999997,Rabi
Sangareddy,2025.0,3.0,0.8,Zaid
Sangareddy,2025.0,4.0,0.2,Zaid
Sangareddy,2025.0,5.0,3987.4,Zaid
Sangareddy,2025.0,6.0,14.2,Kharif
Sangareddy,2025.0,7.0,42.2,Kharif
Sangareddy,2025.0,8.0,14.9,Kharif
Sangareddy,2025.0,9.0,0.0,Kharif
Sangareddy,2025.0,10.0,12.1,Rabi
Sangareddy,2025.0,11.0,9.899999999999999,Rabi
Sangareddy,2025.0,12.0,24.0,Rabi
Siddipet,2025.0,2.0,0.0,Rabi
Siddipet,2025.0,3.0,18.6,Zaid
Siddipet,2025.0,4.0,0.0,Zaid
Siddipet,2025.0,5.0,3157.9,Zaid
Siddipet,2025.0,6.0,381.5,Kharif
Siddipet,2025.0,7.0,21.700000000000003,Kharif
Siddipet,2025.0,8.0,11.1,Kharif
Siddipet,2025.0,9.0,0.0,Kharif
Siddipet,2025.0,10.0,0.5,Rabi
Siddipet,2025.0,11.0,0.5,Rabi
Siddipet,2025.0,12.0,0.0,Rabi
Suryapet,2025.0,1.0,32.1,Rabi
Suryapet,2025.0,2.0,100.5,Rabi
Suryapet,2025.0,3.0,3.0,Zaid
Suryapet,2025.0,4.0,9.8,Zaid
Suryapet,2025.0,5.0,2022.0,Zaid
Suryapet,2025.0,6.0,41.9,Kharif
Suryapet,2025.0,7.0,61.7,Kharif
Suryapet,2025.0,8.0,0.0,Kharif
Suryapet,2025.0,9.0,25.1,Kharif
Suryapet,2025.0,10.0,0.5,Rabi
Suryapet,2025.0,11.0,8.1,Rabi
Suryapet,2025.0,12.0,0.0,Rabi
Vikarabad,2025.0,2.0,0.0,Rabi
Vikarabad,2025.0,3.0,12.2,Zaid
Vikarabad,2025.0,4.0,0.0,Zaid
Vikarabad,2025.0,5.0,2320.2,Zaid
Vikarabad,2025.0,6.0,7.2,Kharif
Vikarabad,2025.0,7.0,6.300000000000001,Kharif
Vikarabad,2025.0,8.0,11.7,Kharif
Vikarabad,2025.0,9.0,0.0,Kharif
Vikarabad,2025.0,10.0,2.4000000000000004,Rabi
Vikarabad,2025.0,11.0,0.0,Rabi
Vikarabad,2025.0,12.0,7.3999999999999995,Rabi
Wanaparthy,2025.0,2.0,0.0,Rabi
Wanaparthy,2025.0,3.0,63.6,Zaid
Wanaparthy,2025.0,5.0,1754.4,Zaid
Wanaparthy,2025.0,6.0,0.0,Kharif
Wanaparthy,2025.0,7.0,2.5999999999999996,Kharif
Wanaparthy,2025.0,8.0,0.0,Kharif
Wanaparthy,2025.0,9.0,0.0,Kharif
Wanaparthy,2025.0,11.0,0.0,Rabi
Wanaparthy,2025.0,12.0,0.0,Rabi
Warangal,2025.0,1.0,7.9,Rabi
Warangal,2025.0,2.0,79.0,Rabi
Warangal,2025.0,3.0,0.0,Zaid
Warangal,2025.0,4.0,0.0,Zaid
Warangal,2025.0,5.0,1816.2,Zaid
Warangal,2025.0,6.0,154.2,Kharif
Warangal,2025.0,7.0,1.2000000000000002,Kharif
Warangal,2025.0,8.0,0.0,Kharif
Warangal,2025.0,9.0,4.0,Kharif
Warangal,2025.0,11.0,92.30000000000001,Rabi
Yadadri Bhuvanagiri,2025.0,1.0,23.4,Rabi
Yadadri Bhuvanagiri,2025.0,2.0,0.0,Rabi
Yadadri Bhuvanagiri,2025.0,3.0,124.9,Zaid
Yadadri Bhuvanagiri,2025.0,4.0,6.5,Zaid
Yadadri Bhuvanagiri,2025.0,5.0,1250.7,Zaid
Yadadri Bhuvanagiri,2025.0,6.0,224.2,Kharif
Yadadri Bhuvanagiri,2025.0,7.0,22.0,Kharif
Yadadri Bhuvanagiri,2025.0,8.0,0.0,Kharif
Yadadri Bhuvanagiri,2025.0,9.0,0.4,Kharif
Yadadri Bhuvanagiri,2025.0,10.0,21.0,Rabi
Yadadri Bhuvanagiri,2025.0,11.0,2.7,Rabi
Yadadri Bhuvanagiri,2025.0,12.0,0.0,Rabi
Adilabad,2024.0,11.0,65.2,Rabi
Bhadradri Kothagudem,2024.0,11.0,241.4,Rabi
Hanumakonda,2024.0,11.0,3.6999999999999997,Rabi
Hyderabad,2024.0,11.0,29.0,Rabi
Jagtial,2024.0,11.0,39.9,Rabi
Jangaon,2024.0,11.0,54.0,Rabi
Jayashankar,2024.0,11.0,68.7,Rabi
Jogulamba Gadwal,2024.0,11.0,15.8,Rabi
Kamareddy,2024.0,11.0,77.5,Rabi
Karimnagar,2024.0,11.0,28.1,Rabi
Khammam,2024.0,11.0,319.4,Rabi
Kumuram Bheem,2024.0,11.0,27.900000000000002,Rabi
Mahabubabad,2024.0,11.0,85.5,Rabi
Mahabubnagar,2024.0,11.0,9.7,Rabi
Mancherial,2024.0,11.0,220.8,Rabi
Medak,2024.0,11.0,184.1,Rabi
Medchal-Malkajgiri,2024.0,11.0,93.8,Rabi
Mulugu,2024.0,11.0,59.4,Rabi
Nagarkurnool,2024.0,11.0,23.1,Rabi
Nalgonda,2024.0,11.0,633.9,Rabi
Narayanpet,2024.0,11.0,2.2,Rabi
Nirmal,2024.0,11.0,57.4,Rabi
Nizamabad,2024.0,11.0,20.5,Rabi
Peddapalli,2024.0,11.0,87.4,Rabi
Rajanna Sircilla,2024.0,11.0,57.9,Rabi
Rangareddy,2024.0,11.0,72.3,Rabi
Sangareddy,2024.0,11.0,106.5,Rabi
Siddipet,2024.0,11.0,141.9,Rabi
Suryapet,2024.0,11.0,186.3,Rabi
Vikarabad,2024.0,11.0,72.7,Rabi
Wanaparthy,2024.0,11.0,18.6,Rabi
Warangal,2024.0,11.0,78.4,Rabi
Yadadri Bhuvanagiri,2024.0,11.0,110.9,Rabi
Adilabad,2025.0,11.0,221.2,Rabi
Bhadradri Kothagudem,2025.0,11.0,196.6,Rabi
Hanumakonda,2025.0,11.0,198.4,Rabi
Hyderabad,2025.0,11.0,188.0,Rabi
Jagtial,2025.0,11.0,93.10000000000001,Rabi
Jangaon,2025.0,11.0,153.6,Rabi
Jayashankar,2025.0,11.0,94.10000000000001,Rabi
Jogulamba Gadwal,2025.0,11.0,274.1,Rabi
Kamareddy,2025.0,11.0,203.9,Rabi
Karimnagar,2025.0,11.0,378.4,Rabi
Khammam,2025.0,11.0,321.1,Rabi
Kumuram Bheem,2025.0,11.0,76.8,Rabi
Mahabubabad,2025.0,11.0,341.0,Rabi
Mahabubnagar,2025.0,11.0,184.1,Rabi
Mancherial,2025.0,11.0,150.0,Rabi
Medak,2025.0,11.0,83.9,Rabi
Medchal-Malkajgiri,2025.0,11.0,183.3,Rabi
Mulugu,2025.0,11.0,3.5,Rabi
Nagarkurnool,2025.0,11.0,778.5,Rabi
Nalgonda,2025.0,11.0,709.7,Rabi
Narayanpet,2025.0,11.0,294.6,Rabi
Nirmal,2025.0,11.0,136.1,Rabi
Nizamabad,2025.0,11.0,233.6,Rabi
Peddapalli,2025.0,11.0,35.1,Rabi
Rajanna Sircilla,2025.0,11.0,111.9,Rabi
Rangareddy,2025.0,11.0,416.9,Rabi
Sangareddy,2025.0,11.0,106.3,Rabi
Siddipet,2025.0,11.0,601.3,Rabi
Suryapet,2025.0,11.0,466.7,Rabi
Vikarabad,2025.0,11.0,487.3,Rabi
Wanaparthy,2025.0,11.0,93.9,Rabi
Warangal,2025.0,11.0,213.6,Rabi
Yadadri Bhuvanagiri,2025.0,11.0,503.4,Rabi
Adilabad,2024.0,10.0,714.2,Rabi
Bhadradri Kothagudem,2024.0,10.0,1400.6,Rabi
Hanumakonda,2024.0,10.0,924.2,Rabi
Hyderabad,2024.0,10.0,820.1,Rabi
Jagtial,2024.0,10.0,322.8,Rabi
Jangaon,2024.0,10.0,1050.9,Rabi
Jayashankar,2024.0,10.0,654.6,Rabi
Jogulamba Gadwal,2024.0,10.0,770.4,Rabi
Kamareddy,2024.0,10.0,1624.7,Rabi
Karimnagar,2024.0,10.0,602.8,Rabi
Khammam,2024.0,10.0,1653.4,Rabi
Kumuram Bheem,2024.0,10.0,587.5,Rabi
Mahabubabad,2024.0,10.0,1930.4,Rabi
Mahabubnagar,2024.0,10.0,954.9,Rabi
Mancherial,2024.0,10.0,439.7,Rabi
Medak,2024.0,10.0,1378.4,Rabi
Medchal-Malkajgiri,2024.0,10.0,910.0,Rabi
Mulugu,2024.0,10.0,379.7,Rabi
Nagarkurnool,2024.0,10.0,2245.7,Rabi
Nalgonda,2024.0,10.0,3064.3,Rabi
Narayanpet,2024.0,10.0,765.6,Rabi
Nirmal,2024.0,10.0,717.5,Rabi
Nizamabad,2024.0,10.0,1084.5,Rabi
Peddapalli,2024.0,10.0,678.0,Rabi
Rajanna Sircilla,2024.0,10.0,853.1,Rabi
Rangareddy,2024.0,10.0,1461.8,Rabi
Sangareddy,2024.0,10.0,2184.4,Rabi
Siddipet,2024.0,10.0,1734.5,Rabi
Suryapet,2024.0,10.0,1539.3,Rabi
Vikarabad,2024.0,10.0,1657.0,Rabi
Wanaparthy,2024.0,10.0,935.1,Rabi
Warangal,2024.0,10.0,1151.0,Rabi
Yadadri Bhuvanagiri,2024.0,10.0,1521.0,Rabi
Adilabad,2025.0,10.0,2513.0,Rabi
Bhadradri Kothagudem,2025.0,10.0,4692.3,Rabi
Hanumakonda,2025.0,10.0,4026.8,Rabi
Hyderabad,2025.0,10.0,2092.4,Rabi
Jagtial,2025.0,10.0,2629.4,Rabi
Jangaon,2025.0,10.0,3105.7,Rabi
Jayashankar,2025.0,10.0,1845.5,Rabi
Jogulamba Gadwal,2025.0,10.0,1167.3,Rabi
Kamareddy,2025.0,10.0,2235.3,Rabi
Karimnagar,2025.0,10.0,3362.5,Rabi
Khammam,2025.0,10.0,3969.9,Rabi
Kumuram Bheem,2025.0,10.0,2010.3,Rabi
Mahabubabad,2025.0,10.0,5317.9,Rabi
Mahabubnagar,2025.0,10.0,2679.0,Rabi
Mancherial,2025.0,10.0,2573.4,Rabi
Medak,2025.0,10.0,1779.8,Rabi
Medchal-Malkajgiri,2025.0,10.0,1263.0,Rabi
Mulugu,2025.0,10.0,1855.0,Rabi
Nagarkurnool,2025.0,10.0,4888.7,Rabi
Nalgonda,2025.0,10.0,8900.8,Rabi
Narayanpet,2025.0,10.0,1501.3,Rabi
Nirmal,2025.0,10.0,3493.8,Rabi
Nizamabad,2025.0,10.0,3487.1,Rabi
Peddapalli,2025.0,10.0,1983.7,Rabi
Rajanna Sircilla,2025.0,10.0,2271.3,Rabi
Rangareddy,2025.0,10.0,3995.4,Rabi
Sangareddy,2025.0,10.0,3787.1,Rabi
Siddipet,2025.0,10.0,4308.1,Rabi
Suryapet,2025.0,10.0,3772.8,Rabi
Vikarabad,2025.0,10.0,2299.4,Rabi
Wanaparthy,2025.0,10.0,2845.5,Rabi
Warangal,2025.0,10.0,4593.3,Rabi
Yadadri Bhuvanagiri,2025.0,10.0,3702.7999999999997,Rabi
Adilabad,2024.0,9.0,4255.0,Kharif
Bhadradri Kothagudem,2024.0,9.0,7790.2,Kharif
Hanumakonda,2024.0,9.0,3491.5,Kharif
Hyderabad,2024.0,9.0,4864.7,Kharif
Jagtial,2024.0,9.0,4653.8,Kharif
Jangaon,2024.0,9.0,3257.8,Kharif
Jayashankar,2024.0,9.0,2209.9,Kharif
Jogulamba Gadwal,2024.0,9.0,2414.0,Kharif
Kamareddy,2024.0,9.0,8351.4,Kharif
Karimnagar,2024.0,9.0,4012.0,Kharif
Khammam,2024.0,9.0,8055.1,Kharif
Kumuram Bheem,2024.0,9.0,3645.0,Kharif
Mahabubabad,2024.0,9.0,9204.7,Kharif
Mahabubnagar,2024.0,9.0,5130.0,Kharif
Mancherial,2024.0,9.0,4198.3,Kharif
Medak,2024.0,9.0,6659.6,Kharif
Medchal-Malkajgiri,2024.0,9.0,3887.0,Kharif
Mulugu,2024.0,9.0,3084.8,Kharif
Nagarkurnool,2024.0,9.0,5762.2,Kharif
Nalgonda,2024.0,9.0,8602.8,Kharif
Narayanpet,2024.0,9.0,3474.2,Kharif
Nirmal,2024.0,9.0,6024.8,Kharif
Nizamabad,2024.0,9.0,10945.1,Kharif
Peddapalli,2024.0,9.0,2864.0,Kharif
Rajanna Sircilla,2024.0,9.0,3308.2,Kharif
Rangareddy,2024.0,9.0,8497.5,Kharif
Sangareddy,2024.0,9.0,9001.2,Kharif
Siddipet,2024.0,9.0,7947.2,Kharif
Suryapet,2024.0,9.0,8171.6,Kharif
Vikarabad,2024.0,9.0,6030.4,Kharif
Wanaparthy,2024.0,9.0,4220.1,Kharif
Warangal,2024.0,9.0,4775.8,Kharif
Yadadri Bhuvanagiri,2024.0,9.0,4287.4,Kharif
Adilabad,2025.0,9.0,8650.1,Kharif
Bhadradri Kothagudem,2025.0,9.0,7331.9,Kharif
Hanumakonda,2025.0,9.0,3788.4,Kharif
Hyderabad,2025.0,9.0,4745.1,Kharif
Jagtial,2025.0,9.0,5426.5,Kharif
Jangaon,2025.0,9.0,2993.5,Kharif
Jayashankar,2025.0,9.0,3707.4,Kharif
Jogulamba Gadwal,2025.0,9.0,2851.2,Kharif
Kamareddy,2025.0,9.0,7203.5,Kharif
Karimnagar,2025.0,9.0,4484.1,Kharif
Khammam,2025.0,9.0,4865.1,Kharif
Kumuram Bheem,2025.0,9.0,4875.9,Kharif
Mahabubabad,2025.0,9.0,4116.6,Kharif
Mahabubnagar,2025.0,9.0,3500.5,Kharif
Mancherial,2025.0,9.0,6048.5,Kharif
Medak,2025.0,9.0,6641.8,Kharif
Medchal-Malkajgiri,2025.0,9.0,3724.0,Kharif
Mulugu,2025.0,9.0,4199.7,Kharif
Nagarkurnool,2025.0,9.0,3743.8,Kharif
Nalgonda,2025.0,9.0,5598.2,Kharif
Narayanpet,2025.0,9.0,2480.1,Kharif
Nirmal,2025.0,9.0,6806.1,Kharif
Nizamabad,2025.0,9.0,9591.9,Kharif
Peddapalli,2025.0,9.0,3710.3,Kharif
Rajanna Sircilla,2025.0,9.0,2808.5,Kharif
Rangareddy,2025.0,9.0,5676.3,Kharif
Sangareddy,2025.0,9.0,6901.2,Kharif
Siddipet,2025.0,9.0,8355.5,Kharif
Suryapet,2025.0,9.0,3166.9,Kharif
Vikarabad,2025.0,9.0,5488.4,Kharif
Wanaparthy,2025.0,9.0,3029.3,Kharif
Warangal,2025.0,9.0,3702.3,Kharif
Yadadri Bhuvanagiri,2025.0,9.0,4593.0,Kharif
Adilabad,2021.0,4.0,162.6,Zaid
Bhadradri Kothagudem,2021.0,4.0,1663.4,Zaid
Hyderabad,2021.0,4.0,265.5,Zaid
Jagtial,2021.0,4.0,17.599999999999998,Zaid
Jangaon,2021.0,4.0,226.2,Zaid
Jayashankar,2021.0,4.0,560.2,Zaid
Jogulamba Gadwal,2021.0,4.0,72.2,Zaid
Kamareddy,2021.0,4.0,163.0,Zaid
Karimnagar,2021.0,4.0,130.8,Zaid
Khammam,2021.0,4.0,313.09999999999997,Zaid
Kumuram Bheem,2021.0,4.0,262.0,Zaid
Mahabubabad,2021.0,4.0,244.2,Zaid
Mahabubnagar,2021.0,4.0,676.2,Zaid
Mancherial,2021.0,4.0,89.0,Zaid
Medak,2021.0,4.0,243.4,Zaid
Medchal-Malkajgiri,2021.0,4.0,189.9,Zaid
Mulugu,2021.0,4.0,453.4,Zaid
Nagarkurnool,2021.0,4.0,242.5,Zaid
Nalgonda,2021.0,4.0,667.4,Zaid
Narayanpet,2021.0,4.0,474.3,Zaid
Nirmal,2021.0,4.0,204.2,Zaid
Nizamabad,2021.0,4.0,152.7,Zaid
Peddapalli,2021.0,4.0,85.7,Zaid
Rajanna Sircilla,2021.0,4.0,35.699999999999996,Zaid
Rangareddy,2021.0,4.0,807.5,Zaid
Sangareddy,2021.0,4.0,647.2,Zaid
Siddipet,2021.0,4.0,383.59999999999997,Zaid
Suryapet,2021.0,4.0,115.8,Zaid
Vikarabad,2021.0,4.0,606.5,Zaid
Wanaparthy,2021.0,4.0,274.5,Zaid
Warangal Rural,2021.0,4.0,742.7,Zaid
Warangal Urban,2021.0,4.0,271.5,Zaid
Yadadri Bhuvanagiri,2021.0,4.0,555.8,Zaid
Adilabad,2022.0,4.0,192.3,Zaid
Bhadradri Kothagudem,2022.0,4.0,195.1,Zaid
Hanumakkonda,2022.0,4.0,1.0,Zaid
Hyderabad,2022.0,4.0,79.5,Zaid
Jagtial,2022.0,4.0,30.400000000000002,Zaid
Jangaon,2022.0,4.0,1.1,Zaid
Jayashankar,2022.0,4.0,3.5,Zaid
Jogulamba Gadwal,2022.0,4.0,86.9,Zaid
Kamareddy,2022.0,4.0,19.5,Zaid
Karimnagar,2022.0,4.0,14.799999999999999,Zaid
Khammam,2022.0,4.0,36.3,Zaid
Kumuram Bheem,2022.0,4.0,91.5,Zaid
Mahabubabad,2022.0,4.0,6.5,Zaid
Mahabubnagar,2022.0,4.0,350.7,Zaid
Mancherial,2022.0,4.0,1.6,Zaid
Medak,2022.0,4.0,33.6,Zaid
Medchal-Malkajgiri,2022.0,4.0,195.4,Zaid
Mulugu,2022.0,4.0,95.5,Zaid
Nagarkurnool,2022.0,4.0,154.5,Zaid
Nalgonda,2022.0,4.0,3.4,Zaid
Narayanpet,2022.0,4.0,149.4,Zaid
Nirmal,2022.0,4.0,53.9,Zaid
Nizamabad,2022.0,4.0,18.7,Zaid
Peddapalli,2022.0,4.0,1.5,Zaid
Rajanna Sircilla,2022.0,4.0,52.1,Zaid
Rangareddy,2022.0,4.0,332.5,Zaid
Sangareddy,2022.0,4.0,195.2,Zaid
Siddipet,2022.0,4.0,138.4,Zaid
Suryapet,2022.0,4.0,3.9000000000000004,Zaid
Vikarabad,2022.0,4.0,359.9,Zaid
Wanaparthy,2022.0,4.0,36.5,Zaid
Warangal,2022.0,4.0,0.4,Zaid
Yadadri Bhuvanagiri,2022.0,4.0,60.5,Zaid
Adilabad,2021.0,8.0,4726.7,Kharif
Bhadradri Kothagudem,2021.0,8.0,4963.4,Kharif
Hyderabad,2021.0,8.0,1887.5,Kharif
Jagtial,2021.0,8.0,3206.4,Kharif
Jangaon,2021.0,8.0,2506.2,Kharif
Jayashankar,2021.0,8.0,2081.6,Kharif
Jogulamba Gadwal,2021.0,8.0,1260.9,Kharif
Kamareddy,2021.0,8.0,4931.1,Kharif
Karimnagar,2021.0,8.0,3727.5,Kharif
Khammam,2021.0,8.0,4011.0,Kharif
Kumuram Bheem,2021.0,8.0,4403.0,Kharif
Mahabubabad,2021.0,8.0,2994.1,Kharif
Mahabubnagar,2021.0,8.0,2681.8,Kharif
Mancherial,2021.0,8.0,3253.0,Kharif
Medak,2021.0,8.0,3486.1,Kharif
Medchal-Malkajgiri,2021.0,8.0,2033.4,Kharif
Mulugu,2021.0,8.0,1809.6,Kharif
Nagarkurnool,2021.0,8.0,2228.9,Kharif
Nalgonda,2021.0,8.0,6061.3,Kharif
Narayanpet,2021.0,8.0,1493.3,Kharif
Nirmal,2021.0,8.0,4122.6,Kharif
Nizamabad,2021.0,8.0,5609.0,Kharif
Peddapalli,2021.0,8.0,1793.3,Kharif
Rajanna Sircilla,2021.0,8.0,3128.9,Kharif
Rangareddy,2021.0,8.0,3992.3,Kharif
Sangareddy,2021.0,8.0,4367.5,Kharif
Siddipet,2021.0,8.0,6695.0,Kharif
Suryapet,2021.0,8.0,3550.9,Kharif
Vikarabad,2021.0,8.0,3628.4,Kharif
Wanaparthy,2021.0,8.0,960.0,Kharif
Warangal Rural,2021.0,8.0,3126.1,Kharif
Warangal Urban,2021.0,8.0,3141.4,Kharif
Yadadri Bhuvanagiri,2021.0,8.0,3101.6,Kharif
Adilabad,2022.0,8.0,3702.4,Kharif
Bhadradri Kothagudem,2022.0,8.0,5853.2,Kharif
Hanumakonda,2022.0,8.0,2771.7,Kharif
Hyderabad,2022.0,8.0,1512.5,Kharif
Jagtial,2022.0,8.0,3535.2,Kharif
Jangaon,2022.0,8.0,2525.4,Kharif
Jayashankar,2022.0,8.0,2546.7,Kharif
Jogulamba Gadwal,2022.0,8.0,1858.0,Kharif
Kamareddy,2022.0,8.0,3392.2,Kharif
Karimnagar,2022.0,8.0,2696.4,Kharif
Khammam,2022.0,8.0,4396.3,Kharif
Kumuram Bheem,2022.0,8.0,4531.2,Kharif
Mahabubabad,2022.0,8.0,3213.6,Kharif
Mahabubnagar,2022.0,8.0,3861.7,Kharif
Mancherial,2022.0,8.0,4415.4,Kharif
Medak,2022.0,8.0,2573.9,Kharif
Medchal-Malkajgiri,2022.0,8.0,1549.8,Kharif
Mulugu,2022.0,8.0,2749.5,Kharif
Nagarkurnool,2022.0,8.0,3568.1,Kharif
Nalgonda,2022.0,8.0,4026.5,Kharif
Narayanpet,2022.0,8.0,2520.2,Kharif
Nirmal,2022.0,8.0,3003.3,Kharif
Nizamabad,2022.0,8.0,4023.1,Kharif
Peddapalli,2022.0,8.0,2654.0,Kharif
Rajanna Sircilla,2022.0,8.0,1883.5,Kharif
Rangareddy,2022.0,8.0,4205.7,Kharif
Sangareddy,2022.0,8.0,2653.8,Kharif
Siddipet,2022.0,8.0,3910.9,Kharif
Suryapet,2022.0,8.0,3913.4,Kharif
Vikarabad,2022.0,8.0,3786.1,Kharif
Wanaparthy,2022.0,8.0,2641.1,Kharif
Warangal,2022.0,8.0,2687.4,Kharif
Yadadri Bhuvanagiri,2022.0,8.0,3266.7,Kharif
Adilabad,2021.0,12.0,149.0,Rabi
Bhadradri Kothagudem,2021.0,12.0,150.3,Rabi
Hanumakkonda,2021.0,12.0,0.0,Rabi
Hyderabad,2021.0,12.0,4.7,Rabi
Jagtial,2021.0,12.0,0.0,Rabi
Jangaon,2021.0,12.0,3.1999999999999997,Rabi
Jayashankar,2021.0,12.0,0.0,Rabi
Jogulamba Gadwal,2021.0,12.0,0.0,Rabi
Kamareddy,2021.0,12.0,0.5,Rabi
